ceiling-001/ods/2017-04-27-Lease-Transition-Records-Checklist-FINAL-1.ods	ods	5/5	-/-	2/4	0	match	-/-	13250/13250
ceiling-001/ods/2020-01-29-Lease-Transition-Records-Checklist-FINAL-1.ods	ods	5/5	-/-	2/4	0	match	-/-	13250/13250
ceiling-001/ods/EASA-IFP-145Scope(WEB)_ALL_ValidF145SOA_2022-12-16-04-31-58_0.ods	ods	114/114	-/-	1/1	0	match	-/-	188829/188791
ceiling-001/ods/EASA-IFP-WEBLISTNOODATA-ListsofForeignapprovals(WEB)_NewChart_2022-08-05-03-31-32.ods	ods	19/19	-/-	1/1	0	match	-/-	31382/31376
ceiling-001/ods/Template Pilot Logbook JAR-FCL V3.0.ods	ods	38/38	-/-	4/4	0	words	-/-	5203/5643
chartset-001/ods/001_advanced_excel_bar.ods	ods	3/3	-/-	3/3	0	match	-/-	471/472
chartset-001/ods/002_advanced_excel_line.ods	ods	3/3	-/-	3/3	0	match	-/-	465/466
chartset-001/ods/005_advanced_excel_area.ods	ods	3/3	-/-	3/3	0	match	-/-	445/447
chartset-001/ods/006_advanced_excel_scatter.ods	ods	3/3	-/-	3/3	0	match	-/-	418/420
chartset-001/ods/016_advanced_excel_radar.ods	ods	3/3	-/-	3/3	0	match	-/-	421/422
chartset-001/ods/022_advanced_excel_scatter.ods	ods	3/3	-/-	3/3	0	match	-/-	422/423
chartset-001/ods/025_advanced_excel_bar.ods	ods	3/3	-/-	3/3	0	match	-/-	439/440
chartset-001/ods/028_advanced_excel_doughnut.ods	ods	3/3	-/-	3/3	0	match	-/-	372/374
chartset-001/ods/032_advanced_excel_radar.ods	ods	3/3	-/-	3/3	0	match	-/-	409/412
chartset-001/ods/033_advanced_excel_bar.ods	ods	3/3	-/-	3/3	0	match	-/-	453/454
chartset-002/ods/003_advanced_excel_pie.ods	ods	3/3	-/-	3/3	0	match	-/-	487/479
chartset-002/ods/007_advanced_excel_bubble.ods	ods	3/3	-/-	3/3	0	match	-/-	420/418
chartset-002/ods/011_advanced_excel_pie.ods	ods	3/3	-/-	3/3	0	match	-/-	463/457
chartset-002/ods/012_advanced_excel_doughnut.ods	ods	3/3	-/-	3/3	0	match	-/-	399/400
chartset-002/ods/013_advanced_excel_area.ods	ods	3/3	-/-	3/3	0	match	-/-	432/433
chartset-002/ods/021_advanced_excel_area.ods	ods	3/3	-/-	3/3	0	match	-/-	453/455
chartset-002/ods/026_advanced_excel_line.ods	ods	3/3	-/-	3/3	0	match	-/-	452/454
chartset-002/ods/027_advanced_excel_pie.ods	ods	3/3	-/-	3/3	0	match	-/-	461/451
chartset-002/ods/030_advanced_excel_scatter.ods	ods	3/3	-/-	3/3	0	match	-/-	421/421
chartset-002/ods/034_advanced_excel_line.ods	ods	3/3	-/-	3/3	0	match	-/-	464/465
chartset-003/ods/004_advanced_excel_doughnut.ods	ods	3/3	-/-	3/3	0	match	-/-	373/375
chartset-003/ods/008_advanced_excel_radar.ods	ods	3/3	-/-	3/3	0	match	-/-	413/415
chartset-003/ods/014_advanced_excel_scatter.ods	ods	3/3	-/-	3/3	0	match	-/-	430/432
chartset-003/ods/015_advanced_excel_bubble.ods	ods	3/3	-/-	3/3	0	match	-/-	427/428
chartset-003/ods/017_advanced_excel_bar.ods	ods	3/3	-/-	3/3	0	match	-/-	487/488
chartset-003/ods/018_advanced_excel_line.ods	ods	3/3	-/-	3/3	0	match	-/-	446/447
chartset-003/ods/020_advanced_excel_doughnut.ods	ods	3/3	-/-	3/3	0	match	-/-	373/374
chartset-003/ods/024_advanced_excel_radar.ods	ods	3/3	-/-	3/3	0	match	-/-	421/423
chartset-003/ods/029_advanced_excel_area.ods	ods	3/3	-/-	3/3	0	match	-/-	442/444
chartset-003/ods/031_advanced_excel_bubble.ods	ods	3/3	-/-	3/3	0	match	-/-	403/404
chartset-004/ods/009_advanced_excel_bar.ods	ods	3/3	-/-	3/3	0	match	-/-	493/495
chartset-004/ods/010_advanced_excel_line.ods	ods	3/3	-/-	3/3	0	match	-/-	460/461
chartset-004/ods/019_advanced_excel_pie.ods	ods	3/3	-/-	3/3	0	match	-/-	481/476
chartset-004/ods/023_advanced_excel_bubble.ods	ods	3/3	-/-	3/3	0	match	-/-	426/425
chartset-004/ods/DynamicBubbleChart.ods	ods	5/5	-/-	4/3	0	match	-/-	1726/1728
chartset-004/ods/microsoft_learn_multi_chart_examples.ods	ods	5/5	-/-	3/3	0	match	-/-	803/798
chartset-005/ods/004_Contextures_chart_sample_de7c0671.ods	ods	4/4	-/-	3/2	0	words	-/-	909/882
chartset-005/ods/022_Pareto_Chart_Template_-_Pareto_Analysis_in_Excel_with_Pareto_Diagram_82b5a874.ods	ods	2/2	-/-	2/2	0	match	-/-	937/937
chartset-005/ods/067_Basic_invoice_Use_this_template_1d35c3e9.ods	ods	1/1	-/-	2/2	0	match	-/-	413/405
chartset-005/ods/073_Graph_paper_6e1a30eb.ods	ods	4/4	-/-	2/2	0	match	-/-	371/371
chartset-005/ods/074_Idea_planner_bacaa123.ods	ods	1/1	-/-	2/2	0	match	-/-	570/562
chartset-005/ods/091_Volunteer_Sign_Up_Sheet_Template_Colored_Background_2cb58d01.ods	ods	1/1	-/-	2/2	0	match	-/-	258/258
chartset-005/ods/093_Volunteer_Sign_Up_Sheet_Template_Customizable_Format_3a4d6b58.ods	ods	1/1	-/-	1/1	0	match	-/-	592/592
chartset-005/ods/095_Volunteer_Sign_Up_Sheet_Template_Fillable_Format_b3330009.ods	ods	1/1	-/-	2/2	0	match	-/-	1784/1784
chartset-005/ods/096_Volunteer_Sign_Up_Sheet_Template_Green_Theme_b4f1809d.ods	ods	1/1	-/-	1/1	0	match	-/-	1050/1050
chartset-005/ods/098_Volunteer_Sign_Up_Sheet_Template_Simple_Layout_080a06a1.ods	ods	1/1	-/-	2/2	0	match	-/-	1593/1593
chartset-006/ods/005_Contextures_chart_sample_6e279b08.ods	ods	8/8	-/-	3/2	0	match	-/-	1456/1456
chartset-006/ods/006_Contextures_chart_sample_afa23b53.ods	ods	5/5	-/-	3/2	0	words	-/-	788/816
chartset-006/ods/011_Contextures_chart_sample_599b4392.ods	ods	4/4	-/-	4/4	0	match	-/-	1102/1102
chartset-006/ods/014_Contextures_chart_sample_991ecfc5.ods	ods	3/3	-/-	4/4	0	match	-/-	566/561
chartset-006/ods/044_Cash_flow_forecast_Use_this_template_b8fa1f35.ods	ods	5/5	-/-	2/1	0	words	-/-	2213/2336
chartset-006/ods/052_Manufacturing_output_chart_88570318.ods	ods	1/1	-/-	3/2	0	words	-/-	357/491
chartset-006/ods/061_Regional_sales_chart_cb9eb690.ods	ods	1/1	-/-	3/2	0	match	-/-	432/424
chartset-006/ods/070_Equipment_inventory_list_Use_this_template_fd524c8a.ods	ods	1/1	-/-	4/4	0	match	-/-	1036/1028
chartset-006/ods/088_To-do_list_with_progress_tracker_Use_this_template_8c438912.ods	ods	1/1	-/-	2/2	0	words	-/-	330/314
chartset-006/ods/089_Vintage_inventory_list_Use_this_template_f616cac0.ods	ods	1/1	-/-	2/2	0	match	-/-	244/236
chartset-007/ods/003_Contextures_chart_sample_9bda2719.ods	ods	6/6	-/-	3/2	0	match	-/-	1426/1426
chartset-007/ods/037_Personal_money_tracker_a57957bb.ods	ods	4/4	-/-	6/5	0	match	-/-	2459/2443
chartset-007/ods/040_Blood_pressure_tracker_872b6833.ods	ods	1/1	-/-	3/2	0	words	-/-	698/719
chartset-007/ods/050_Financial_vision_d44241e1.ods	ods	1/1	-/-	3/2	0	match	-/-	400/400
chartset-007/ods/054_Problem_analysis_with_Pareto_chart_11058329.ods	ods	1/1	-/-	2/2	0	match	-/-	307/299
chartset-007/ods/058_Social_media_engagement_data_cfa1cb18.ods	ods	1/1	-/-	3/2	0	words	-/-	356/490
chartset-007/ods/063_Sales_pipeline_aec57013.ods	ods	1/1	-/-	4/4	0	match	-/-	187/179
chartset-007/ods/082_Project_to_do_list_28f80082.ods	ods	2/2	-/-	2/2	0	match	-/-	1127/1126
