case	h	leg	size	shows	span
mixed	4900	ours	15.0	7	124.5
mixed	4995	ref	15.0	7	124.5
mixed	4995	ours	15.0	7	124.5
mixed	5374	ref	15.0	7	124.5
mixed	5374	ours	15.0	7	124.5
mixed	5469	ref	15.0	7	124.5
mixed	5469	ours	15.0	7	124.5
mixed	5492	ref	15.0	7	124.5
mixed	5492	ours	15.0	7	124.5
mixed	5504	ref	15.0	7	124.5
mixed	5504	ours	15.0	7	124.5
mixed	5510	ref	15.0	7	124.5
mixed	5510	ours	15.0	7	124.5
mixed	5513	ref	15.0	7	124.5
mixed	5513	ours	15.0	7	124.5
mixed	5514	ref	15.0	7	124.5
mixed	5514	ours	15.0	7	124.5
mixed	5515	ref	15.0	7	140.1
mixed	5515	ours	15.0	7	140.1
mixed	5516	ref	15.0	7	140.1
mixed	5516	ours	15.0	7	140.1
mixed	5564	ref	15.0	7	140.1
mixed	5564	ours	15.0	7	140.1
mixed	5754	ref	15.0	7	140.1
mixed	5754	ours	15.0	7	140.1
mixed	5943	ref	15.0	7	140.1
mixed	5943	ours	15.0	7	140.1
mixed	6038	ref	15.0	7	140.1
mixed	6038	ours	15.0	7	140.1
mixed	6043	ref	15.0	7	140.1
mixed	6043	ours	15.0	7	140.1
mixed	6046	ref	15.0	7	140.1
mixed	6046	ours	15.0	7	140.1
mixed	6047	ref	17.0	7	153.1
mixed	6047	ours	17.0	7	153.1
mixed	6049	ref	17.0	7	153.1
mixed	6049	ours	17.0	7	153.1
mixed	6061	ref	17.0	7	153.1
mixed	6061	ours	17.0	7	153.1
mixed	6085	ref	17.0	7	153.1
mixed	6085	ours	17.0	7	153.1
mixed	6133	ref	17.0	7	153.1
mixed	6133	ours	17.0	7	153.1
mixed	6228	ref	17.0	7	153.1
mixed	6228	ours	17.0	7	153.1
mixed	6275	ref	17.0	7	153.1
mixed	6275	ours	17.0	7	153.1
mixed	6299	ref	17.0	7	153.1
mixed	6299	ours	17.0	7	153.1
mixed	6311	ref	17.0	7	153.1
mixed	6311	ours	17.0	7	153.1
mixed	6312	ref	17.0	7	153.1
mixed	6312	ours	17.0	7	153.1
mixed	6313	ref	18.0	7	159.5
mixed	6313	ours	18.0	7	159.5
mixed	6314	ref	18.0	7	159.5
mixed	6314	ours	18.0	7	159.5
mixed	6317	ref	18.0	7	159.5
mixed	6317	ours	18.0	7	159.5
mixed	6323	ref	18.0	7	159.5
mixed	6323	ours	18.0	7	159.5
mixed	6513	ref	18.0	7	159.5
mixed	6513	ours	18.0	7	159.5
mixed	6892	ref	18.0	7	159.5
mixed	6892	ours	18.0	7	159.5
mixed	6987	ref	18.0	7	159.5
mixed	6987	ours	18.0	7	159.5
mixed	7010	ref	18.0	7	159.5
mixed	7010	ours	18.0	7	159.5
mixed	7022	ref	18.0	7	159.5
mixed	7022	ours	18.0	7	159.5
mixed	7023	ref	18.0	7	159.5
mixed	7023	ours	18.0	7	159.5
mixed	7024	ref	18.0	7	159.5
mixed	7024	ours	18.0	7	159.5
mixed	7025	ref	18.0	7	177.6
mixed	7025	ours	18.0	7	177.6
mixed	7028	ref	18.0	7	177.6
mixed	7028	ours	18.0	7	177.6
mixed	7034	ref	18.0	7	177.6
mixed	7034	ours	18.0	7	177.6
mixed	7082	ref	18.0	7	177.6
mixed	7082	ours	18.0	7	177.6
mixed	7272	ref	18.0	7	177.6
mixed	7272	ours	18.0	7	177.6
mixed	7651	ref	18.0	7	177.6
mixed	7651	ours	18.0	7	177.6
mixed	8031	ref	18.0	7	177.6
mixed	8031	ours	18.0	7	177.6
mixed	8410	ref	18.0	7	177.6
mixed	8410	ours	18.0	7	177.6
mixed	8790	ref	18.0	7	177.6
mixed	8790	ours	18.0	7	177.6
mixed	9169	ref	18.0	7	177.6
mixed	9169	ours	18.0	7	177.6
mixed	9549	ref	18.0	7	177.6
mixed	9549	ours	18.0	7	177.6
mixed	9928	ref	18.0	7	177.6
mixed	9928	ours	18.0	7	177.6
mixed	10308	ref	18.0	7	177.6
mixed	10308	ours	18.0	7	177.6
mixed	10687	ref	18.0	7	177.6
mixed	10687	ours	18.0	7	177.6
mixed	11067	ref	18.0	7	177.6
mixed	11067	ours	18.0	7	177.6
mixed	11446	ref	18.0	7	177.6
mixed	11446	ours	18.0	7	177.6
mixed	11826	ref	18.0	7	177.6
mixed	11826	ours	18.0	7	177.6
mixed	12205	ref	18.0	7	177.6
mixed	12205	ours	18.0	7	177.6
mixed	12585	ref	18.0	7	177.6
mixed	12585	ours	18.0	7	177.6
mixed	12964	ref	18.0	7	177.6
mixed	12964	ours	18.0	7	177.6
mixed	13344	ref	18.0	7	177.6
mixed	13344	ours	18.0	7	177.6
mixed	13723	ref	18.0	7	177.6
mixed	13723	ours	18.0	7	177.6
mixed	14103	ref	18.0	7	177.6
mixed	14103	ours	18.0	7	177.6
mixed	14482	ref	18.0	7	177.6
mixed	14482	ours	18.0	7	177.6
mixed	14862	ref	18.0	7	177.6
mixed	14862	ours	18.0	7	177.6
mixed	15241	ref	18.0	7	177.6
mixed	15241	ours	18.0	7	177.6
mixed	15621	ref	18.0	7	177.6
mixed	15621	ours	18.0	7	177.6
mixed	16000	ref	18.0	7	177.6
mixed	16000	ours	18.0	7	177.6
