3492__pptx	22	1284	1338	1284	0	2	52	6	0	6	1	720	405.014	0		1712
3495__pptx	26	747	807	747	0	45	15	4	0	4	1	720	540	0		1424
361400CSLegislation1RF01PUBLIC1__doc	35	12636	12663	12636	0	0	27	4	0	4	1	612	792	0		2596
4-12-Kings-Attachment-13-Application-Architecture-Security-Requirements__xls	6	1504	1517	1504	7	0	6	2	0	2	1	792	612	0		1850
429_BLISc 2019 IInd Sem.  PAPER-7 UNIT 3__pptx	20	3131	3231	3131	14	70	16	6	0	6	1	960.009	540	0		3670
4400-91_Proposal_To_Lease_Space_10-2024__docx	6	3281	3305	3281	0	0	24	5	0	5	1	612	792	0		1522
461249__docx	5	1676	1718	1676	0	0	42	4	0	4	1	612	792	0		1245
5709.16 ch.40_mgfinal__docx	32	9813	10026	9813	0	0	213	4	0	4	1	612	792	0		2408
5b_upasana_dasgupta_-_liability_and_registration__pptx	15	957	1008	957	0	37	14	3	0	3	1	720	540	0		1322
62599_FRANCE-BRAZIL- Air France Flight 447 crash__docx	18	6138	6172	6138	0	0	34	2	0	2	1	612	792	0		1499
644730BRI0mna000BOX361539B00public0__doc	5	2334	2346	2334	9	0	3	7	0	7	1	612	792	0		1317
6880ac7361ca1b99a9230811_ST Capability List Rev.16 - Web__xlsx	217	88842	122980	88842	0	0	34138	3	0	3	1	792	612	0		7526
6f9e605c-fded-11e3-bd0e-00144feab7de__xls	16	7331	7418	7331	0	0	87	5	0	5	1	841.89	595.304	0		2714
7-Zulkefli_Part147n66_IKMAS__pptx	18	914	978	914	8	0	56	7	0	7	1	720	540	0		1929
7-memento-2015-transports-aeriens-b__xls	190	27569	28735	27569	0	0	1166	6	0	6	1	595.304	841.89	0		4183
71393_pp7__ppt	39	2151	2373	2151	0	197	25	6	0	6	1	720	540	0		1628
762__doc	23	4134	4159	4134	0	0	25	8	0	8	1	612	792	0		1612
8.16_AOD_FINAL_Provider_Training_Presentation_9_2009__ppt	94	4319	4551	4319	8	164	60	6	0	6	1	720	540	0		2112
8_P-Pavese_AIRBUS-ATB-journee-CRATB__pptx	26	2011	2202	2011	75	4	112	11	0	11	1	720	540	0		1532
96-3-clement-data__doc	7	1469	1527	1469	0	7	51	4	0	4	1	595.304	841.89	0		1077
97936__pptx	15	2074	2245	2074	66	0	105	5	0	5	1	960.009	540	0		1390
A1. EASA Form 2__docx	7	2206	2241	2206	0	0	35	5	0	5	1	595.304	841.89	0		1315
A320SimNotes__doc	42	13923	15002	13923	0	847	232	10	0	10	1	612	792	0		2931
A380MaenPressRel__doc	3	774	793	774	5	0	14	6	0	6	1	595.304	841.89	0		931
AAC-AD-No-2021-01-Boeing-737-8-and-737-9-MAX__doc	20	7456	7518	7456	6	0	56	7	0	7	1	595.304	841.89	0		1934
AATF-Fact-Sheet-2025__pptx	9	847	893	847	24	0	22	8	0	8	1	720	540	0		1319
ABCD-FE-01-00 Flight Envelope - v1 08.03.16__docx	15	3718	3774	3718	0	0	56	5	0	5	1	595.304	841.89	0		2984
ABCD-SDE-23-00 - Avionic System Description - 17.02.16 - v1__docx	29	8411	8557	8411	0	6	140	8	0	8	1	595.304	841.89	0		4303
ABCD-WB-08-00 Weight and Balance Report - v1 08.03.16__docx	12	2611	2652	2611	0	6	35	6	0	6	1	595.304	841.89	0		2316
AC-150-5370-10G-updated-201604__docx	696	280911	285641	280911	0	130	4600	12	0	12	1	612	792	0		13888
ACRONYM__xls	69	9840	9851	9840	0	0	11	2	0	2	1	612	792	0		2538
AFCforPtF-Digital-Certificate-Publication-Report__xlsx	111	29788	29917	29788	0	0	129	1	0	1	1	1190.551	841.89	0		3902
AFS-050-004-F2_0i__docx	8	2252	2408	2252	0	0	156	9	0	9	1	612	792	0		1349
AFS-400_Contacts__xlsx	48	6247	6376	6247	0	0	129	2	0	2	1	612	792	0		2022
AIM_OPR_LIST__xls	229	22014	22108	22014	0	0	94	4	0	4	2	612	792	0		3519
AIRBUS_station_evaluation_checklist_v2__xlsx	1	527	544	527	0	0	17	2	0	2	1	841.89	595.304	0		1094
AMOC-Digital-Certificate-Publication-Report__xlsx	148	37119	37837	37119	1	0	717	1	0	1	1	1190.551	841.89	0		4129
ANG C-1 ATC-TO Core Program - HF REDAC briefing September 7 2016__pptx	19	1890	2012	1890	52	0	70	5	0	5	1	720	540	0		1456
AUWG min 4-3-24 final__docx	2	647	649	647	0	0	2	2	0	2	1	612	792	0		971
AW-104D-RVSM-Aircraft-Approval-Checklist.pdf__docx	2	135	147	135	0	0	12	4	0	4	1	595.304	841.89	0		981
AWR OPS-AOC 044 Statement of Compliance RVSM  Rev 04 01 Feb 2024__docx	15	2136	2274	2136	0	0	138	6	0	6	1	595.304	841.89	0		1512
A_320__doc	118	18619	19031	18619	0	3	409	4	0	4	1	612	792	0		3354
Aerospace_Journey_of_Flight_Chapter_BCB1637572DA6__ppt	26	2017	2295	2017	205	0	73	3	0	3	1	756	576	0		1389
Agile_Arc_SysDes__docx	20	5709	5794	5709	0	61	24	11	0	11	1	612	792	0		2356
Air_Boss_Master_List__xlsx	5	521	523	521	0	0	2	2	0	2	2	612	792	0		1010
AirbusCallouts__doc	24	8502	9209	8502	30	496	181	5	0	5	1	612	792	0		2743
Aircraft_Database__xlsx	134	16306	16899	16306	0	0	593	4	0	4	2	595.304	841.89	0		3235
Airplanes-MTOW__xls	6	871	871	871	0	0	0	1	0	1	1	595.304	841.89	0		1133
Airport Planning 09112013__ppt	9	629	656	629	15	7	5	6	0	6	1	720	540	0		1170
Allegiant_Company_Profile_with_History__docx	3	1154	1157	1154	0	0	3	3	0	3	1	612	792	0		1136
Annex-10-to-the-Aircraft-Maintenance-Specialist-Certification-Rule-GCAA__docx	148	35117	35405	35117	0	0	288	5	0	5	1	595.304	841.89	0		4380
Application_Compliance_Checklist_5_Apr_2021__xlsx	14	17677	17837	17677	0	0	160	8	0	8	1	612	792	0		2940
Application_for_authorisation_as_crowdfunding_service_provider__xlsx	48	6222	6245	6222	0	0	23	2	0	2	1	595.304	841.89	0		1809
Architecture__ppt	29	846	868	846	1	0	21	4	0	4	1	720	540	0		1235
Aviation_Abbreviations__xlsx	94	15678	15703	15678	0	0	25	4	0	4	1	612	792	0		3148
B11. TE.CAO.00129  Experience  logbook__docx	6	1247	1283	1247	0	0	36	6	0	6	1	841.89	595.304	0		1278
B2B-Center-Readiness-and-Student-Retention__pptx	33	1348	1556	1348	189	0	19	6	0	6	1	960.009	540	0		1611
BHCA Part II webinar #2 - 10.2020__pptx	21	1468	1514	1468	25	0	21	6	0	6	1	960.009	540	0		1300
BID_ACKNOWLEDGEMENT_FORM_FOR_A320__docx	2	295	311	295	0	0	16	3	0	3	1	612	792	0		942
BMFE-06-03 (Gerflor) Smoke Density and Toxicity__pptx	6	768	833	768	0	5	60	4	0	4	1	960.009	540	0		1223
BUS-Chapter 05__ppt	50	2283	2491	2283	99	0	109	5	0	5	1	720	540	0		1331
Background_Declaration_Template__xls	25	180	181	180	0	0	1	3	0	3	2	595.304	841.89	0		1063
BasicMed_AME_Presentation__pptx	18	872	941	872	49	18	2	4	0	4	1	720	540	0		1208
Boeing 737 Max - Group 5__pptx	2	7	7	7	0	0	0	1	0	1	1	960.009	540	0		989
Bull01-06-Reserve Training Standards__doc	6	1483	1484	1483	0	0	1	2	0	2	1	612	792	0		1180
Bulletin-37-Appendix-2-immediate-detriment-data-request__xlsx	5	524	541	524	0	0	17	3	0	3	1	595.304	841.89	0		1068
CIS_Debian_Linux_8_Benchmark_v1.0.0__xls	88	9007	9358	9007	0	0	351	2	0	2	1	612	792	0		2826
CMTA_Airport_Transportation__docx	1	256	261	256	4	0	1	2	0	2	1	612	792	0		983
COMSTAC_11_5_2021am_2__pptx	39	2742	2861	2742	68	0	51	4	0	4	1	960.009	540	0		1545
CP-ETSO template_v2020__doc	6	1111	1137	1111	0	14	12	6	0	6	1	595.304	841.89	0		1271
CRIF - SpÃ©cification technique - Socle applicatif__docx	29	6642	7092	6642	0	122	328	10	0	10	1	595.304	841.89	0		2321
CSA_CCM_v1.2__xls	13	15673	16012	15673	53	0	286	2	0	2	1	1224	792	0		2811
CSCRS_Technical-Report-Documentation-Page-with-instructions__docx	2	720	722	720	0	0	2	3	0	3	1	612	792	0		1224
CSJU List of Recipients of funds 2013-2020__xlsx	97	45425	54550	45425	0	0	9125	5	0	5	2	612	792	0		4718
Capability_List_9-14-2022_Dallas_Combined-Aircraft_Manuf_unsorted__xlsx	147	29795	29922	29795	0	0	127	1	0	1	1	612	792	0		3766
Case-Study-Heathrow-Airport__docx	3	1184	1216	1184	0	24	8	6	0	6	1	595.304	841.89	0		1226
Checklist for TC STC ETSO data packages to FAA_TIP rev 5__docx	3	1098	1098	1098	0	0	0	4	0	4	1	595.304	841.89	0		1211
Chicago.List.2025__xlsx	3	1347	1348	1347	0	0	1	2	0	2	1	612	792	0		1236
Company-profile-2022-EN__docx	5	1175	1218	1175	0	35	8	6	0	6	1	612	792	0		1217
Company_Seniority_Date_Calculator__xlsx	12	2918	2991	2918	5	0	68	7	0	7	3	792	612	0		1353
Computer and Software Services_50 State Comparison__xlsx	26	2776	2805	2776	0	0	29	3	0	3	1	612	792	0		1367
Contract_Check_Pilot_Sample_LOA__docx	4	1324	1336	1324	0	8	4	6	0	6	1	612	792	0		1260
Copy of EASA-IFP-WEBLISTNOODATA-ListsofBASAapprovals(WEB)_ListofValidUSBASAorganisations_2023-01-13-04-33-14__xlsx	245	27765	28551	27765	0	0	786	1	0	1	1	612	792	0		3731
Copy of Full deck with references Promotion of Outside Interests at Work final(1)__pptx	33	3120	3234	3120	88	0	26	7	0	7	1	720	540	0		1648
County ACHS Presentaion Webinar 8-16-16 Peg__pptx	26	1325	1395	1325	62	0	8	6	0	6	1	960.009	540	0		1366
Course Selection 2025-26 Current Grade 09__pptx	10	694	698	694	3	0	1	3	0	3	1	960.009	540	0		1200
Curriculum-Schematic-E22-11052025__pptx	12	1137	1325	1137	153	0	35	5	0	5	1	960.009	540	0		1289
DEP2008-1900__doc	4	998	1011	998	0	10	3	4	0	4	1	595.304	841.89	0		1188
DOA_Template_Form_Type_Certification_Programme__docx	20	5366	5445	5366	0	50	29	5	0	5	1	595.304	841.89	0		2258
DOE Interactive Exercise Presentation draft rev 2__pptx	10	576	664	576	17	0	71	5	0	5	1	792	612	0		1146
DOE-C2M2-V1.1-to-DOE-C2M2-V2.1 (1.1.0)__xlsx	91	15621	15628	15621	0	0	7	5	0	5	2	595.304	841.89	0		2914
DRX-Ascend System Course Description__docx	2	475	512	475	0	32	5	4	0	4	1	612	792	0		1068
Data-Architecture-Tool-Fit-Assessment-Template__xlsx	22	2215	2226	2215	0	0	11	5	0	5	1	595.304	841.89	0		1290
Definitions commodity chains__pptx	4	262	280	262	18	0	0	2	0	2	1	720	540	0		1044
Demick_JetBlue__pptx	10	608	632	608	0	12	12	4	0	4	1	720	540	0		9951
DoIRD Meeting 16JAN14 v1-1__pptx	15	1076	1143	1076	46	6	15	6	0	6	1	720	540	0		1230
EASA-IFP-145Scope(WEB)_ALL_ValidF145SOA_2022-12-16-04-31-58_0__xlsx	114	32770	32938	32770	0	0	168	1	0	1	1	595.304	841.89	0		3825
EASA-IFP-147Scope_WEB__ALL_Valid147SoA_2024-11-28-11-16-31__xlsx	92	28629	30155	28629	0	0	1526	1	0	1	1	595.304	841.89	0		4062
EASA-IFP-WEBLISTNOODATA-ListsofBASAapprovals_WEB__ListofValidBASAorganisations_2025-01-20-08-56-36__xlsx	254	29278	30072	29278	0	0	794	1	0	1	1	612	792	0		3738
EASA-IFP-WEBLISTNOODATA-ListsofForeignapprovals(WEB)_NewChart_2022-08-05-03-31-32__xlsx	19	4008	4070	4008	0	0	62	1	0	1	1	595.304	841.89	0		2065
EASA_PRODUCT_LIST_-_ALL__xlsx	264	96154	103294	96154	0	0	7140	2	0	2	1	1190.551	841.89	0		6432
ECA Sinters__xls	163	38616	38760	38616	0	0	144	2	0	2	2	841.89	595.304	0		4789
ECSS-E-ST-50-16C-Annex-A(30September2021)__docx	4	670	691	670	0	2	19	4	0	4	1	595.304	841.89	0		1151
EG1_dsrc tech__ppt	26	2023	2167	2023	0	105	39	6	0	6	1	720	540	0		1587
EHEST-Pre-departure-checklist-Rev.-1-06-12-2016__xls	24	8339	8375	8339	0	0	36	6	0	6	1	595.304	841.89	0		2352
EHEST-SMS-Safety-Management-Manual-V2__docx	82	19288	19760	19288	315	22	135	8	0	8	2	595.304	841.89	0		3445
ESPN-R - MCF - Manual - Ed1.0 - For Publication__docx	35	9427	9599	9427	9	0	163	6	0	6	1	595.304	841.89	0		2603
ESPN-R - MCF - RA - Ed1__docx	58	12560	12697	12560	0	0	137	8	0	8	2	595.304	841.89	0		3094
EU_145s_with_TCCA_approval_-_31.01.2025__xlsx	14	2198	2220	2198	0	0	22	1	0	1	1	595.304	841.89	0		1600
Employment-Based_I-485__ppt	42	2520	2713	2520	0	153	40	3	0	3	1	720	540	0		2140
Ensemble-pour-l-amelioration-de-la-securite-de-lac-AIRBUS__pptx	9	628	655	628	7	6	14	4	0	4	1	720	540	0		1360
Estero Rotary Awards__xlsx	2	212	213	212	0	0	1	2	0	2	1	792	612	0		1064
ExampleWhiteListData__xlsx	6	819	821	819	0	0	2	1	0	1	1	612	792	0		1138
FAA 2025-26 Holdover Tables__docx	167	76285	81023	76285	3	267	4468	10	0	10	2	612	792	0		6055
FAA-2013-0422-0009_attachment_1__doc	7	1848	1913	1848	0	0	65	1	0	1	1	612	792	0		1153
FAA-2017-0628-0002_attachment_1__docx	4	667	672	667	0	0	5	5	0	5	1	612	792	0		1057
FAA-2019-0995-0002_attachment_2__xlsx	33	9994	10224	9994	0	0	230	6	0	6	2	792	612	0		2693
FAA-High-Level-Org-Chart__docx	3	673	812	673	0	57	82	4	0	4	1	612	792	0		1060
FAAAIandtheArtandScienceofV&Vfinal__pptx	30	1101	1187	1101	70	2	14	6	0	6	1	960.009	540	0		2108
FAA_Form_337__ppt	67	5507	5716	5507	13	108	88	15	0	15	1	720	540	0		2718
FG-AI4NDM-TR-skeleton_template__docx	5	429	434	429	0	1	4	7	0	7	1	595.304	841.89	0		1078
FIT26-Presentation-Airservices-Update__pptx	11	221	241	221	16	0	4	4	0	4	1	720	540	0		1165
FIT26-Presentation-PR-Briefing-Debrief-Airbus__pptx	9	1447	1540	1447	43	0	50	3	0	3	1	960.009	540	0		1401
FMMO_NMPF_37C__xlsx	1	216	219	216	0	0	3	2	0	2	1	792	612	0		1040
FMRBullletinB-28__doc	2	461	461	461	0	0	0	3	0	3	1	612	792	0		1047
FO.FCTOA.00010 Application for a Part-ORA ATO Approval__docx	16	4514	4579	4514	0	3	62	7	0	7	1	595.304	841.89	0		1783
FO.FCTOA_.000129 Application for activities related to FSTD__docx	6	1684	1712	1684	0	0	28	6	0	6	1	595.304	841.89	0		1420
FRE-03_mcar_part-3_and_IS_v2.9__docx	76	24693	25786	24693	0	0	1093	4	0	4	1	612	792	0		3682
FY2018_Q4_UAS_Sightings__xlsx	302	55828	56491	55828	0	0	663	1	0	1	1	595.304	841.89	0		3798
FY2021-AIP-grants__xlsx	58	89304	156672	89304	0	0	67368	3	0	3	1	792	612	0		18035
FY2023-AIP-grants__xlsx	33	51050	92206	51050	0	0	41156	2	0	2	1	792	612	0		10667
FlightLaws__doc	4	1073	1132	1073	0	56	3	5	0	5	1	612	792	0		1240
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	16	1494	1655	1494	0	0	161	3	0	3	1	612	792	0		1323
Form-SM-76A-_-CAR-OPS-2A-Instruments-and-Equipment-Compliance-Statement-_-11__docx	3	623	635	623	0	0	12	7	0	7	1	595.304	841.89	0		1184
Framing Europe__ppt	24	4480	4549	4480	0	57	12	4	0	4	1	720	540	0		2496
Fundamentals_Module_1_basics__ppt	26	1095	1184	1095	54	0	35	5	0	5	1	720	540	0		1519
G-InvoicingKeithJarboe__pptx	13	1082	1179	1082	73	0	24	5	0	5	1	960.009	540	0		1405
GLACIERBG.ETT__doc	1	408	411	408	0	1	2	3	0	3	1	612	792	0		1089
Geo_Abschlussarbeiten__xlsx	3	635	636	635	0	0	1	2	0	2	1	841.89	595.304	0		1005
Global_Market_Forecast_2016-2035_Airbus_Data_Set__xlsx	567	73390	75605	73390	0	0	2215	4	0	4	1	595.304	841.89	0		5934
HC-Bulletin-template__docx	5	463	525	463	0	9	53	7	0	7	1	595.304	841.89	0		1189
HENTZEN_COMPOSITE_MATERIALS_IN_THE_AEROSPACE_INDUSTRY__pptx	12	321	346	321	17	0	8	3	0	3	1	720	540	0		1153
Hazard Analysis Template__xls	3	688	691	688	0	0	3	4	0	4	2	792	612	0		1034
How-to-Write-an-Architecture-Document-for-a-Technology-Service__docx	3	953	960	953	0	7	0	3	0	3	1	612	792	0		1213
II.1.2_Hypoxia__doc	13	3735	3744	3735	0	0	9	2	0	2	1	612	792	0		1554
INDEX_Digital_Transformation_Toolkits__xls	24	1957	1988	1957	0	0	31	3	0	3	2	595.304	841.89	0		1293
ITE106-Chapter 4__ppt	47	3240	3396	3240	130	0	26	7	0	7	1	720	540	0		1568
Inducement-to-Insurance-Business__ppt	22	2579	2591	2579	0	0	12	5	0	5	1	960.094	540	0		1361
Infotabelle_WLAN im Flugzeug__xlsx	4	365	413	365	0	0	48	2	0	2	1	595.304	841.89	0		1055
Intersil_Italy_CAN_Bus_Transceiver_Presentation_Final__pptx	39	3489	3893	3489	95	0	309	7	0	7	1	960.009	540	0		2428
Interview-mit-Manfred1-Müller__docx	2	806	810	806	0	0	4	2	0	2	1	595.304	841.89	0		1132
Item 6b - UNSD - Dissemination through APIs__pptx	10	421	453	421	14	0	18	3	0	3	1	720	405.014	0		1092
JEMIT_Template__docx	4	1652	1723	1652	0	11	60	10	0	10	1	595.304	841.89	0		1523
JesuitAssocOfStudentPersonnel__ppt	31	1182	1344	1182	122	0	40	6	0	6	1	720	540	0		1485
John_Broggio__RSS_Campion_event_John_Broggio__pptx	25	1172	1246	1172	42	0	32	3	0	3	1	720	405.014	0		1366
Keywords_Mapping_Graphs_and_Charts__xlsx	46	4431	4733	4431	0	0	302	2	0	2	1	595.304	841.89	0		1699
LENTOBUSSIAIKATAULU.-31.10.-31.12.2022__doc	1	104	129	104	0	0	25	3	0	3	1	595.304	841.89	0		1019
LHD-230-application-for-the-approval-of-an-aircraftr__doc	2	774	779	774	0	1	4	3	0	3	1	595.304	841.89	0		1219
Laser Report 2024 FOIA __Oct (1)__xlsx	506	94427	94430	94427	0	0	3	1	0	1	1	595.304	841.89	0		6083
Leadership Information Article__docx	3	1452	1475	1452	0	5	18	4	0	4	1	612	792	0		1329
Lepore__ppt	20	1896	2022	1896	52	0	74	5	0	5	1	720	540	0		1437
Lessons-Learned-Bulletin-Dorset-version-to-IIRG-V5__docx	3	1525	1547	1525	21	0	1	4	0	4	1	595.304	841.89	0		1235
License App Instructions 2-22__docx	3	1004	1040	1004	0	10	26	4	0	4	1	612	792	0		1258
List of EQS securities_0__xls	104	33014	33125	33014	0	0	111	2	0	2	1	595.304	841.89	0		3496
List-of-Members-August-2017__xlsx	10	1674	1702	1674	0	0	28	2	0	2	1	612	792	0		1203
Liste-Zertifizierung-ChemKlimaschutzV-RPT__xls	5	1336	1377	1336	0	0	41	2	0	2	1	841.89	595.304	0		1116
Liturgical-Commission-2025-Convention-Presentation__pptx	9	344	395	344	50	0	1	2	0	2	1	960.009	540	0		1276
MajCh-Digital-Certificate-Publication-Report__xlsx	328	67794	68158	67794	0	0	364	1	0	1	1	1190.551	841.89	0		5113
May 25 bulletin focus on carers in the workplace__docx	4	522	539	522	0	9	8	3	0	3	1	595.304	841.89	0		1140
MinCh-Digital-Certificate-Publication-Report__xlsx	179	112539	113376	112539	1	0	836	1	0	1	1	1190.551	841.89	0		7431
N2_E_Maestroni_Swarm_COP__pptx	30	5134	5304	5134	77	0	93	4	0	4	1	720	540	0		2060
NAARMO_Mexico_RVSM_Approvals__xlsx	16	6697	6699	6697	0	0	2	4	0	4	1	792	612	0		1967
NAS-Infrastructure-Roadmaps-HSI__pptx	9	1416	1449	1416	10	0	23	5	0	5	1	960.009	540	0		1534
NAS-Infrastructure-Roadmaps-Weather__pptx	11	2121	2153	2121	10	0	22	4	0	4	1	960.009	540	0		1637
NAS-Infrastructure-Roadmaps-v16.0__pptx	137	18919	19359	18919	69	0	371	6	0	6	1	720	540	0		4119
NCW-2024-Guide-__pptx	1	223	234	223	0	0	11	4	0	4	1	960.009	540	0		1085
