069_Funnel_Diagram_for_PowerPoint_with_3_Steps_f96396fc.odp	identical
County ACHS Presentaion Webinar 8-16-16 Peg.odp	identical
PAL Block Intro 2023.odp	identical
Reporting_responsibilities_matrix.odp	identical
030_Abstract_Petal_Diagram_71aa5e3a.odp	identical
021_advanced_powerpoint_doughnut.odp	identical
Course Selection 2025-26 Current Grade 09.odp	identical
031_advanced_powerpoint_scatter.odp	identical
gfopportunitiesforlinkagespres_2010_en.odp	identical
undp_presentation_revised_17_may.odp	moved
009_advanced_powerpoint_bar.odp	identical
solog_orientation_august_2019.odp	identical
FAAAIandtheArtandScienceofV&Vfinal.odp	identical
024_5-Step_Segmented_Cycle_Process_c8ca37ef.odp	identical
097_Labeled_Organization_Chart_for_PowerPoint_and_Google_Slides_f24fa592.odp	identical
3492.odp	identical
079_Horizontal_Relationships_for_PowerPoint_and_Google_Slides_a3d35f63.odp	identical
Airport Planning 09112013.odp	identical
007_advanced_powerpoint_scatter.odp	identical
077_Horizontal_Org_Chart_for_PowerPoint_and_Google_Slides_8cf07020.odp	identical
passiv.odp	identical
redac-sas-201703-hf-research-division.odp	identical
iaeg_work_group_leader_updates.odp	identical
RESPA_-_Section_8_Webinar.odp	identical
ITE106-Chapter 4.odp	identical
010605Vul.odp	identical
091_Infographic_Radial_for_PowerPoint_and_Google_Slides_c6909fa6.odp	identical
002_10-Point_Dual_Hub_Comparison_4ee242c9.odp	identical
018_4-Step_Hexagons_Puzzle_Diagram_for_PowerPoint_19957cce.odp	identical
064_Four-Step_Success_Cycle_30c0a917.odp	identical
16 - UTM - (NASA).odp	identical
